city,town,hospital,address,mapx,mapy
경상북도,영천시,영남대학교의과대학부속영천병원,경상북도 영천시 오수1길 10,128.9136295,35.9575661
경상북도,상주시,의료법인삼백의료재단상주성모병원,경상북도 상주시 냉림서성길 7,128.1598467,36.4202831
경상북도,상주시,상주적십자병원,경상북도 상주시 상서문로 53,128.1555556,36.4146221
경상북도,문경시,의료법인동춘의료재단문경제일병원,경상북도 문경시 당교3길 25,128.189225,36.58444
경상북도,문경시,의료법인서일의료재단문경중앙병원,경상북도 문경시 중앙로 117-18,128.1990742,36.5959618
경상북도,경산시,의료법인서명의료재단세명병원,경상북도 경산시 경안로 208,128.7371689,35.8263331
경상북도,청송군,청송군보건의료원,경상북도 청송군 청송읍 의료원길 19 청송보건의료원,129.0526302,36.4310215
경상북도,고령군,의료법인영암의료재단고령영생병원,경상북도 고령군 대가야읍 중앙로 33 영생병원,128.2720182,35.7298852
경상북도,울릉군,울릉군보건의료원,경상북도 울릉군 울릉읍 울릉순환로 396-18,130.8995243,37.4858676
경상남도,창원시 의창구,창원한마음병원,경상남도 창원시 의창구 용동로57번길 8,128.6990592,35.2379184
경상남도,창원시 의창구,창원파티마병원,경상남도 창원시 의창구 창이대로 45 창원파티마병원,128.6459129,35.237293
경상남도,창원시 성산구,창원경상국립대학교병원,경상남도 창원시 성산구 삼정자로 11 창원경상대학교병원,128.7078463,35.1990872
경상남도,창원시 마산합포구,경상남도마산의료원,경상남도 창원시 마산합포구 3·15대로 231 마산의료원,128.5655966,35.199237
경상남도,창원시 마산합포구,의료법인합포의료재단에스엠지연세병원,경상남도 창원시 마산합포구 3·15대로 76,128.5616013,35.1863148
경상남도,창원시 마산회원구,의료법인청아의료재단청아병원,경상남도 창원시 마산회원구 내서읍 광려천서로 67 청아병원,128.5094657,35.2478384
경상남도,창원시 마산회원구,학교법인성균관대학삼성창원병원,경상남도 창원시 마산회원구 팔용로 158,128.5923771,35.2424957
경상남도,창원시 진해구,연세에스병원,서울특별시 중구 동호로 172 제이타워 3층,127.0118344,37.5538234
경상남도,진주시,경상국립대학교병원,경상남도 진주시 강남로 79,128.0956716,35.1763252
경상남도,진주시,반도병원,서울특별시 중구 동호로 202 반도정형외과,127.0101344,37.5559649
경상남도,진주시,진주고려병원,경상남도 진주시 동진로 2 진주고려병원,128.0920864,35.1784915
경상남도,진주시,한일병원,서울특별시 중구 서소문로 138 대한일보빌딩,126.976276,37.563753
경상남도,진주시,진주복음병원,경상남도 진주시 진양호로 370,128.0693674,35.1853747
경상남도,진주시,제일병원,서울특별시 중구 서소문로 134 블루베리 빌딩 3층,126.9758586,37.5636099
경상남도,통영시,새통영병원,경상남도 통영시 무전7길 192 새통영병원,128.4207176,34.865362
경상남도,사천시,삼천포제일병원,경상남도 사천시 중앙로 136 삼천포제일병원,128.079592,34.9375064
경상남도,김해시,강일병원,서울특별시 강동구 아리수로93나길 80 성산타워2 4층 강일바른내과,127.1762408,37.5725546
경상남도,김해시,의료법인갑을의료재단 갑을장유병원,경상남도 김해시 장유로 167-13,128.8056,35.2086763
경상남도,김해시,의료법인숭인의료재단김해복음병원,경상남도 김해시 활천로 33 김해복음병원,128.8931625,35.2306262
경상남도,거제시,의료법인 거붕 백병원,경상남도 거제시 계룡로5길 14 거붕 백병원,128.6261659,34.8736094
경상남도,거제시,의료법인 대우의료재단대우병원,경상남도 거제시 두모길 16 대우병원,128.7221379,34.8719767
경상남도,양산시,양산부산대학교병원,경상남도 양산시 물금읍 금오로 20 양산부산대학교병원 중앙진료동 1층,129.0057274,35.3281501
경상남도,의령군,의령병원,경상남도 의령군 의령읍 의병로14길 10,128.25865,35.3185917
경상남도,고성군,강병원,경기도 포천시 포천로 1570 정우빌딩,127.2045375,37.8981654
경상남도,산청군,산청군보건의료원,경상남도 산청군 산청읍 중앙로 97 산청군보건의료원,127.884202,35.4160951
경상남도,함양군,함양성심병원,경상남도 함양군 함양읍 고운로 70,127.729213,35.520467
경상남도,거창군,거창적십자병원,경상남도 거창군 거창읍 중앙로 91 거창적십자병원,127.9087378,35.6867599
경상남도,합천군,삼성합천병원,경상남도 합천군 대야로 876 삼성합천병원,128.1633047,35.5664432
