city,district,hvec,hvoc,hvgc,hvmriayn,hvventiayn,hvamyn,dutyName,dutyTel3
경상북도,포항시 남구,1,7,87,Y,Y,Y,포항성모병원,054-260-8600
경상북도,포항시 남구,6,7,58,Y,Y,Y,포항세명기독병원,054-289-1711
경상북도,포항시 남구,4,2,21,Y,Y,Y,에스포항병원,054-289-9120
경상북도,포항시 북구,10,4,132,Y,Y,Y,좋은선린병원,054-245-5200
경상북도,포항시 북구,8,3,92,Y,Y,Y,경상북도포항의료원,054-245-0129
경상북도,경주시,5,3,70,Y,Y,Y,동국대학교의과대학경주병원,054-770-8306
경상북도,김천시,15,5,43,Y,Y,Y,경상북도김천의료원,054-429-8234
경상북도,김천시,9,4,67,Y,Y,Y,김천제일병원,054-420-9500
경상북도,안동시,6,3,97,Y,Y,Y,안동성소병원,054-850-8282
경상북도,안동시,2,3,73,Y,Y,Y,안동병원,054-840-0119
경상북도,안동시,4,5,49,Y,Y,Y,경상북도안동의료원,054-850-6100
경상북도,구미시,11,2,98,Y,Y,Y,순천향대학교부속구미병원,054-468-9119
경상북도,구미시,14,1,77,Y,Y,Y,차의과학대학교부속구미차병원,054-450-9998
경상북도,구미시,4,5,23,Y,Y,Y,구미강동병원,054-478-9521
경상북도,영주시,4,1,13,N1,Y,Y,영주기독병원,054-635-3050
경상북도,영주시,7,3,70,Y,Y,Y,영주적십자병원,054-630-0112
경상북도,영천시,6,2,22,Y,Y,Y,영남대학교의과대학부속영천병원,054-330-7575
경상북도,상주시,9,3,26,Y,Y,Y,상주성모병원,054-530-7811
경상북도,상주시,8,2,80,Y,Y,Y,상주적십자병원,054-530-3171
경상북도,문경시,16,3,68,Y,Y,Y,문경제일병원,054-550-7777
경상북도,경산시,1,3,56,Y,Y,Y,경산중앙병원,053-715-0119
경상북도,경산시,6,2,4,Y,Y,Y,세명병원,053-819-8500
경상북도,의성군,4,1,27,N1,Y,Y,영남제일병원,054-861-9111
경상북도,청송군,5,,38,N1,Y,Y,청송군보건의료원,054-870-7119
경상북도,청도군,10,1,91,Y,Y,Y,청도대남병원,054-370-5112
경상북도,고령군,5,1,32,N1,Y,Y,고령영생병원,070-7475-0024
경상북도,예천군,6,1,84,Y,Y,Y,예천권병원,054-650-2119
경상북도,울진군,8,3,32,Y,Y,Y,울진군의료원,054-785-7119
경상북도,울릉군,5,1,24,N1,Y,Y,울릉군보건의료원,054-790-6911
경상남도,창원시 의창구,12,2,85,Y,Y,Y,창원한마음병원,055-225-0350
경상남도,창원시 의창구,11,6,101,Y,Y,Y,창원파티마병원,055-270-1119
경상남도,창원시 성산구,3,9,127,Y,Y,Y,창원경상국립대학교병원,055-214-1339
경상남도,창원시 마산합포구,12,3,100,Y,Y,Y,경상남도마산의료원,055-249-1119
경상남도,창원시 마산합포구,12,0,55,Y,Y,Y,에스엠지연세병원,055-240-7777
경상남도,창원시 마산회원구,9,2,87,Y,Y,Y,청아병원,055-230-1700
경상남도,창원시 마산회원구,11,8,194,Y,Y,Y,성균관대학삼성창원병원,055-233-6119
경상남도,창원시 진해구,9,2,104,Y,Y,Y,연세에스병원,055-548-7789
경상남도,진주시,17,11,303,Y,Y,Y,경상국립대학교병원,055-750-8282
경상남도,진주시,7,3,81,Y,Y,Y,반도병원,055-749-0200
경상남도,진주시,5,0,77,Y,Y,Y,진주고려병원,055-751-2525
경상남도,진주시,10,4,21,Y,Y,Y,한일병원,055-750-1333
경상남도,진주시,6,2,47,Y,Y,Y,진주복음병원,055-749-7119
경상남도,진주시,10,3,40,Y,Y,Y,제일병원,055-750-7119
경상남도,통영시,7,3,80,Y,Y,Y,새통영병원,055-640-4119
경상남도,사천시,9,2,26,Y,Y,Y, 삼천포서울병원,055-830-9019
경상남도,사천시,7,2,91,Y,Y,Y,삼천포제일병원,055-830-3099
경상남도,김해시,4,4,64,Y,Y,Y,강일병원,055-822-0119
경상남도,김해시,8,3,49,Y,Y,Y, 조은금강병원,055-330-0200
경상남도,김해시,8,4,63,Y,Y,Y, 갑을장유병원,055-310-6119
경상남도,김해시,15,4,46,Y,Y,Y, 김해복음병원,055-330-8844
경상남도,밀양시,9,3,35,Y,Y,Y,밀양윤병원,055-802-7314
경상남도,거제시,7,3,26,Y,Y,Y, 거붕 백병원,055-733-0180
경상남도,거제시,7,2,45,Y,Y,Y,대우병원,055-680-8119
경상남도,거제시,9,2,14,Y,Y,Y,맑은샘병원,055-736-0119
경상남도,양산시,18,12,425,Y,Y,Y,양산부산대학교병원,055-360-1463
경상남도,의령군,2,,25,N1,Y,Y,의령병원,055-573-6806
경상남도,창녕군,9,2,73,Y,Y,Y,한성병원,055-530-5119
경상남도,고성군,9,1,8,Y,Y,Y,강병원,055-673-4848
경상남도,남해군,8,2,65,Y,Y,Y, 남해병원,055-860-6630
경상남도,산청군,9,,20,N1,Y,Y,산청군보건의료원,055-970-7582
경상남도,함양군,4,2,30,Y,Y,Y,함양성심병원,055-964-4322
경상남도,거창군,8,2,31,Y,Y,Y,거창적십자병원,055-949-3359
경상남도,합천군,0,2,2,Y,Y,Y,삼성합천병원,070-5125-5030
제주,제주시,2,2,73,Y,Y,Y,제주한라병원,064-740-5158
제주,제주시,9,3,22,Y,Y,Y, 한국병원,064-750-0160
제주,제주시,5,5,192,Y,Y,Y,제주대학교병원,064-717-1114
제주,제주시,8,2,68,Y,Y,Y,한마음병원,064-750-9119
제주,제주시,8,5,85,Y,Y,Y, 중앙병원,064-786-7777
제주,서귀포시,14,2,84,Y,Y,Y,제주특별자치도 서귀포의료원,064-730-3001
